,0,1
0,48.663654,68.61913
1,49.21896,67.72596
2,49.779713,66.75422
3,50.495205,65.98845
4,51.232635,65.50952
5,51.99711,65.28531
6,52.804325,65.48774
7,53.841305,66.00153
8,54.50264,66.74645
9,54.61912,65.49499
10,54.54398,64.42247
11,54.44322,63.66936
12,53.987656,63.428185
13,53.443317,63.2884
14,53.12332,63.072117
15,52.897953,62.756813
16,52.76511,62.53398
17,52.315006,61.96598
18,52.750103,61.193916
19,53.21255,60.25795
20,53.54764,59.402306
21,53.84746,58.582558
22,54.209946,57.745613
23,56.568092,55.827316
24,56.983665,55.10993
25,57.379345,54.398026
26,57.924458,53.64273
27,58.40404,52.86376
28,58.502026,52.034782
29,58.310814,51.12631
30,58.892017,50.257553
31,57.91302,48.910065
32,57.24548,48.137825
33,56.981102,47.225132
34,57.33054,46.313507
35,57.591137,45.519592
36,59.142372,45.607597
37,59.447285,44.952328
38,59.738968,44.33794
39,59.62644,43.687912
40,59.654945,43.05452
41,59.692123,42.412247
42,59.690235,41.79107
43,59.566616,41.2379
44,59.39458,40.724564
45,59.227,40.20947
46,59.010944,39.764793
47,58.66115,37.774548
48,58.090656,35.66589
49,57.80747,33.362892
50,57.82076,31.978283
51,58.086845,31.109682
52,58.436497,30.248936
53,58.66454,29.285496
54,58.830906,28.414108
55,59.00921,27.685
56,57.85056,25.991323
57,57.154217,24.837616
58,56.799915,24.18829
59,56.822147,23.767101
60,56.879948,23.39793
61,57.00065,23.086329
62,57.075993,22.775936
63,57.24321,22.44504
64,57.369785,22.000183
65,57.22319,21.439632
66,57.014732,20.957867
67,56.87081,20.613049
68,56.860355,20.41975
69,56.623432,19.629356
70,56.864697,17.750431
71,58.126835,17.225908
72,58.131126,16.521658
73,58.164635,16.019608
74,57.661636,15.51688
75,58.296917,15.63928
76,58.986343,15.737724
77,59.749428,15.82851
78,60.59042,15.90184
79,61.172096,16.005558
80,62.200275,15.340069
81,63.002975,15.367809
82,63.480312,15.49354
83,63.884815,15.660149
84,64.49161,15.753542
85,65.2538,15.775244
86,67.483246,16.253073
87,68.17453,16.38643
88,68.8107,16.516329
89,69.296814,16.644464
90,69.379684,16.725117
91,69.90448,16.848461
92,70.64981,16.986029
93,71.25856,17.161594
94,71.44147,17.270369
95,71.11188,17.096529
96,71.48613,16.954966
97,72.13188,16.942911
98,72.911224,16.947956
99,73.64395,16.95262
100,74.428375,16.97697
101,75.083405,16.922918
102,75.81087,16.751379
103,76.655075,16.654934
104,77.46365,16.687407
105,78.31877,16.712309
106,79.21536,16.741974
107,80.1295,16.766157
108,81.09012,16.79301
109,82.11542,16.834103
110,81.50745,14.729042
111,82.53378,14.732306
112,83.46817,14.7403755
113,84.39995,14.733171
114,85.35628,14.649761
115,86.28749,14.556587
116,87.01709,14.363888
117,88.067764,14.15547
118,89.04045,14.050455
119,90.304596,14.248684
120,91.50099,14.630905
121,91.263214,14.724703
122,90.268585,14.52816
123,89.268036,14.291136
124,89.07648,14.204393
125,90.43733,14.599457
126,93.01102,15.409584
127,91.43875,14.58569
128,91.485504,13.645641
129,95.540924,13.314571
130,98.68999,14.144569
131,100.366425,14.78956
132,100.257645,14.854443
133,99.92212,15.104509
134,99.96628,15.539982
135,99.989914,15.80065
136,100.30032,15.534887
137,100.263535,15.977877
138,100.593216,16.04084
139,101.98015,16.236965
140,102.60805,16.759842
141,104.33644,16.98304
142,108.10304,17.237091
143,107.770294,17.641033
144,110.746445,17.872805
145,111.75302,17.734396
146,109.62927,18.398542
147,111.3947,18.705862
148,112.95874,17.98315
149,111.78119,18.893694
150,113.34747,18.724247
151,114.362885,18.880533
152,114.53935,20.243023
153,114.245926,19.377026
154,116.06778,18.429708
155,116.455246,17.099138
156,116.13965,18.683975
157,116.53244,17.989046
158,116.70935,17.234184
159,116.25348,18.47637
160,116.71361,17.417883
161,117.39238,16.993711
162,116.20581,17.80248
163,116.47127,17.115082
164,117.53784,16.826515
165,118.439514,16.69285
166,117.001434,16.676308
167,118.0934,16.632887
168,119.82495,17.749582
169,124.29967,21.39147
170,122.325,19.38808
171,126.332016,22.618328
172,129.44919,20.906038
173,126.299805,21.149334
174,131.15967,22.194847
175,126.367386,22.185467
176,123.993805,22.32569
177,124.6853,23.020832
178,127.69348,24.00365
179,129.20082,24.740913
180,130.37085,25.224812
181,131.21945,25.436455
182,131.46501,25.557411
183,133.62633,26.450722
184,133.87982,26.78272
185,134.19127,27.169926
186,134.14415,27.29991
187,135.39648,27.654911
188,134.40149,27.760124
189,132.5776,27.821667
190,130.8903,27.883606
191,130.82689,28.041267
192,132.81177,27.837423
193,136.03214,23.66288
194,144.58116,20.853365
195,149.08118,19.459093
196,128.10573,22.525526
197,126.489136,22.33307
198,127.64702,22.448433
199,134.68063,26.440155
200,144.78351,24.651627
201,154.26202,26.4048
202,145.30829,26.183544
203,144.34644,25.362604
204,141.95972,21.313667
